"Start,""Stop"",""Strand"""
"2358042,2358845,""-"""
"2358863,2360152,""-"""
"2360209,2361414,""-"""
"2361429,2362211,""-"""
"2362431,2363633,""-"""
"2363733,2364275,""-"""
"2364554,2364979,""+"""
"2365018,2365620,""-"""
"2365928,2367067,""+"""
"2367071,2368039,""+"""
"2368039,2370021,""+"""
"2370018,2370908,""+"""
"2370908,2372560,""+"""
"2372557,2372892,""+"""
"2372892,2373278,""+"""
"2373272,2373538,""-"""
"2373648,2375003,""-"""
"2375000,2375962,""-"""
"2375962,2376819,""-"""
"2376834,2377592,""-"""
"2377589,2379259,""-"""
"2379348,2380643,""-"""
"2380722,2381027,""-"""
"2381082,2381543,""-"""
"2381608,2382525,""+"""
"2382713,2383924,""+"""
"2383995,2385722,""-"""
"2385860,2386831,""+"""
"2386934,2387437,""+"""
"2387710,2388426,""-"""
"2388635,2389057,""+"""
"2389116,2389964,""+"""
"2390048,2391505,""-"""
"2391512,2393041,""-"""
"2393205,2395046,""-"""
"2395043,2395345,""-"""
"2395342,2395896,""-"""
"2395908,2396450,""-"""
"2396465,2397442,""-"""
"2397439,2400165,""-"""
"2400218,2401555,""-"""
"2401552,2402052,""-"""
"2402055,2403845,""-"""
"2403951,2404613,""-"""
"2404629,2405072,""-"""
"2405703,2406641,""-"""
"2407561,2408778,""+"""
"2408862,2409461,""+"""
"2409520,2411352,""-"""
"2411439,2412089,""-"""
"2412100,2412594,""-"""
"2412677,2413132,""-"""
"2413470,2414672,""+"""
"2414747,2416891,""+"""
"2417081,2418601,""+"""
"2418634,2419176,""-"""
"2419234,2419788,""-"""
"2419841,2420485,""-"""
"2420621,2421268,""+"""
"2421325,2421687,""+"""
"2421708,2422601,""+"""
"2422649,2423539,""-"""
"2423736,2424509,""-"""
"2424517,2425233,""-"""
"2425230,2425916,""-"""
"2426006,2426788,""-"""
"2427009,2427791,""-"""
"2428057,2428626,""-"""
"2428721,2430238,""-"""
"2430275,2430763,""-"""
"2431022,2431684,""-"""
"2431674,2432942,""-"""
"2433012,2433926,""-"""
"2434082,2434741,""-"""
"2434824,2435636,""-"""
"2435636,2436649,""-"""
"2436715,2437851,""-"""
"2437950,2438945,""+"""
"2438942,2440120,""-"""
"2440385,2441605,""-"""
"2441764,2443770,""+"""
"2443891,2444169,""-"""
"2444203,2444751,""-"""
"2444751,2445560,""-"""
"2445560,2446384,""-"""
"2446388,2447473,""-"""
"2447508,2448440,""-"""
"2448606,2449157,""+"""
"2449228,2450049,""-"""
"2450051,2450590,""-"""
"2450587,2451075,""-"""
"2451072,2451584,""-"""
"2451584,2452336,""-"""
"2455083,2455646,""-"""
"2456327,2456812,""-"""
"2457015,2459159,""-"""
"2459159,2460469,""-"""
"2460650,2460934,""-"""
"2461306,2462646,""+"""
"2463012,2464070,""+"""
"2464252,2465007,""-"""
"2465301,2466233,""+"""
"2466545,2467702,""+"""
"2467855,2468217,""+"""
"2468214,2469134,""+"""
"2469131,2470462,""+"""
"2471077,2471517,""-"""
"2472387,2472881,""-"""
"2473604,2473966,""+"""
"2474032,2474856,""+"""
"2474984,2475520,""+"""
"2475511,2475873,""+"""
"2475873,2476178,""+"""
"2476310,2476510,""+"""
"2476694,2477629,""-"""
"2477847,2479184,""+"""
"2479202,2480530,""+"""
"2480638,2482176,""-"""
"2482176,2483339,""-"""
"2483755,2484369,""+"""
"2484374,2487967,""+"""
"2488023,2489168,""-"""
"2489242,2490186,""-"""
"2490256,2491950,""-"""
"2492004,2493254,""-"""
"2493767,2494402,""-"""
"2494698,2494973,""+"""
"2495050,2495292,""-"""
"2495645,2496565,""+"""
"2496921,2496992,""+"""
"2497057,2498295,""-"""
"2498671,2500368,""+"""
"2500383,2501117,""+"""
"2501130,2501987,""+"""
"2501990,2504485,""-"""
"2504510,2505547,""-"""
"2505547,2506632,""-"""
"2506647,2507894,""-"""
"2507916,2508242,""-"""
"2508461,2509426,""-"""
"2509630,2510886,""+"""
"2511001,2511327,""+"""
"2511468,2512706,""-"""
"2513042,2514244,""+"""
"2514331,2515443,""+"""
"2515643,2517832,""-"""
"2518467,2518811,""+"""
"2518813,2519205,""+"""
"2519257,2520672,""-"""
"2521593,2522477,""-"""
"2522729,2523985,""-"""
"2524045,2524878,""-"""
"2525127,2525891,""+"""
"2525930,2526856,""-"""
"2526946,2527944,""+"""
"2527941,2528159,""-"""
"2528161,2530176,""-"""
"2530247,2531233,""-"""
"2531463,2532224,""+"""
"2532409,2533380,""+"""
"2533764,2534021,""+"""
"2534066,2535793,""+"""
"2535834,2536343,""+"""
"2536386,2537237,""-"""
"2537342,2537716,""+"""
"2537749,2538483,""+"""
"2538672,2539583,""-"""
"2539717,2540814,""-"""
"2540804,2541679,""-"""
"2541679,2542512,""-"""
"2542512,2543528,""-"""
"2543832,2544623,""-"""
"2544752,2545609,""-"""
"2545773,2546669,""+"""
"2546673,2548097,""+"""
"2548102,2549406,""+"""
"2549646,2550545,""-"""
"2550641,2551216,""-"""
"2551277,2551726,""-"""
"2551713,2552138,""-"""
"2552352,2553221,""+"""
"2553225,2554124,""+"""
"2554130,2555182,""-"""
"2555228,2555728,""-"""
"2555741,2556400,""-"""
"2556410,2557297,""-"""
"2557318,2558679,""-"""
"2558858,2560066,""+"""
"2560257,2560898,""+"""
"2561368,2561613,""+"""
"2561625,2561993,""+"""
"2562111,2562527,""+"""
"2562524,2563117,""+"""
"2563592,2563969,""+"""
"2563980,2564372,""+"""
"2564523,2565332,""+"""
"2565481,2566884,""-"""
"2566881,2568107,""-"""
"2568324,2569511,""-"""
"2569501,2570337,""-"""
"2570348,2571751,""-"""
"2571763,2572050,""-"""
"2572157,2572450,""-"""
"2572489,2573505,""-"""
"2573502,2574305,""-"""
"2574302,2575003,""-"""
"2574978,2575457,""-"""
"2575470,2575805,""-"""
"2576098,2578377,""-"""
"2578666,2579616,""+"""
"2579636,2581639,""+"""
"2581734,2582777,""-"""
"2582903,2583478,""-"""
"2583546,2585525,""-"""
"2585731,2587431,""+"""
"2587595,2590708,""+"""
"2590807,2590866,""-"""
"2591247,2591603,""+"""
"2591607,2592734,""+"""
"2592762,2592962,""+"""
"2593072,2593770,""-"""
"2593844,2595859,""-"""
"2595874,2596737,""-"""
"2596905,2597618,""-"""
"2597831,2598865,""-"""
"2598882,2599760,""-"""
"2599906,2600478,""+"""
"2600478,2600948,""+"""
"2601201,2601818,""+"""
"2601818,2603836,""+"""
"2603847,2604794,""+"""
"2604811,2606250,""+"""
"2606262,2606912,""+"""
"2606917,2608497,""+"""
"2608487,2610154,""+"""
"2610164,2610709,""+"""
"2610706,2611464,""+"""
"2611457,2611870,""+"""
"2611900,2613912,""+"""
"2613934,2614782,""+"""
"2614820,2615881,""-"""
"2616094,2617557,""+"""
"2617578,2617937,""+"""
"2618075,2618776,""-"""
"2618871,2620160,""-"""
"2620246,2620872,""-"""
"2621197,2622234,""+"""
"2622234,2622872,""+"""
"2623044,2625110,""+"""
"2625115,2626656,""+"""
"2626695,2628938,""-"""
"2629290,2629481,""+"""
"2629792,2630310,""+"""
"2630326,2630865,""+"""
"2630958,2632535,""-"""
"2632604,2634070,""-"""
"2634232,2635602,""+"""
"2635599,2635814,""-"""
"2635884,2637356,""-"""
"2637474,2638652,""-"""
"2638663,2639283,""-"""
"2639301,2640575,""-"""
"2640686,2641804,""-"""
"2641831,2642844,""-"""
"2643129,2644283,""-"""
"2644433,2644864,""-"""
"2645013,2647325,""-"""
"2647326,2652287,""-"""
"2652494,2653339,""+"""
"2654157,2654933,""-"""
"2655075,2656358,""-"""
"2656536,2656736,""-"""
"2656748,2657083,""-"""
"2657085,2658935,""-"""
"2658952,2659467,""-"""
"2659563,2659886,""-"""
"2659903,2660289,""-"""
"2660317,2661531,""-"""
"2661643,2662131,""-"""
"2662583,2663323,""-"""
"2663442,2664245,""+"""
"2664390,2665244,""+"""
"2665435,2666715,""+"""
"2666707,2667846,""-"""
"2668006,2668896,""-"""
"2668006,2668071,""-"""
"2669032,2670393,""+"""
"2670390,2670908,""+"""
"2670908,2671228,""+"""
"2671225,2672037,""+"""
"2672047,2673249,""+"""
"2673346,2673768,""+"""
"2673816,2674688,""-"""
"2674700,2675761,""-"""
"2675827,2676825,""-"""
"2676850,2678361,""-"""
"2678384,2679367,""-"""
"2679464,2682745,""-"""
"2682863,2684056,""+"""
"2684254,2685507,""-"""
"2685835,2687025,""+"""
"2687070,2687408,""-"""
"2687469,2688803,""-"""
"2688793,2689506,""-"""
"2689671,2691098,""-"""
"2691656,2695543,""-"""
"2695801,2697357,""+"""
"2697354,2697857,""-"""
"2697915,2698550,""-"""
"2698759,2699607,""+"""
"2699663,2699923,""+"""
"2700117,2700197,""-"""
"2700618,2700998,""-"""
"2700998,2701729,""-"""
"2701741,2702469,""-"""
"2702481,2703386,""-"""
"2703383,2704063,""-"""
"2704335,2705309,""-"""
"2705325,2707124,""-"""
"2707322,2707801,""-"""
"2707798,2708754,""-"""
"2708754,2709404,""-"""
"2709437,2710012,""-"""
"2710420,2712042,""+"""
"2712027,2712764,""-"""
"2712896,2714230,""+"""
"2714439,2715320,""-"""
"2715423,2716010,""+"""
"2716066,2716449,""-"""
"2716754,2717443,""+"""
"2717491,2718528,""-"""
"2718735,2719154,""+"""
"2719223,2719921,""+"""
"2719953,2722613,""+"""
"2722727,2724082,""+"""
"2724128,2724451,""+"""
"2724448,2725746,""-"""
"2731600,2734173,""-"""
"2734303,2735034,""-"""
"2735031,2736011,""-"""
"2736146,2736883,""+"""
"2737154,2737495,""+"""
"2737599,2737646,""+"""
"2737745,2738905,""+"""
"2738948,2740069,""-"""
"2740080,2741150,""-"""
"2741360,2741725,""+"""
"2741875,2742393,""+"""
"2742383,2743609,""+"""
"2743625,2744107,""+"""
"2744183,2744530,""-"""
"2744572,2745339,""-"""
"2745370,2745918,""-"""
"2745937,2746185,""-"""
"2746434,2747795,""-"""
"2747962,2748753,""+"""
"2748774,2750060,""+"""
"2750115,2750708,""-"""
"2750831,2751709,""+"""
"2751795,2753456,""+"""
"2753605,2753946,""+"""
"2754008,2754298,""-"""
"2754288,2754764,""-"""
"2754896,2755378,""+"""
"2756159,2757400,""+"""
"2757644,2758600,""-"""
"2758644,2758856,""+"""
"2758985,2760394,""+"""
"2760547,2761173,""+"""
"2761351,2763540,""-"""
"2763537,2765153,""-"""
"2765513,2765776,""-"""
"2765918,2766991,""+"""
"2766984,2767355,""+"""
"2767710,2768573,""+"""
"2768665,2769486,""+"""
"2769703,2770404,""+"""
"2770445,2770681,""+"""
"2770681,2771124,""+"""
"2771148,2771615,""+"""
"2773318,2775021,""+"""
"2775919,2776377,""+"""
"2776386,2776868,""+"""
"2776877,2777077,""+"""
"2777115,2777432,""+"""
"2777453,2777782,""+"""
"2778146,2782726,""-"""
"2788985,2789962,""+"""
"2789982,2791250,""+"""
"2791273,2792721,""+"""
"2792735,2794015,""+"""
"2794253,2795653,""+"""
"2795674,2796336,""+"""
"2796337,2796786,""-"""
"2796870,2797028,""-"""
"2797211,2797510,""+"""
"2797520,2798044,""+"""
"2798091,2798495,""-"""
"2799164,2799613,""+"""
"2799650,2799994,""-"""
"2800146,2800475,""+"""
"2800723,2800968,""+"""
"2800965,2801375,""+"""
"2801348,2803492,""+"""
"2803502,2804461,""+"""
"2804815,2806017,""+"""
"2806010,2807074,""+"""
"2807132,2808124,""+"""
"2809617,2810354,""+"""
"2810344,2810679,""+"""
"2810770,2811300,""+"""
"2811427,2812599,""+"""
"2812616,2814154,""+"""
"2814218,2814733,""-"""
"2814883,2816439,""-"""
"2816512,2816940,""-"""
"2816937,2817503,""-"""
"2818961,2819146,""-"""
"2819381,2822011,""-"""
"2822139,2822639,""-"""
"2822708,2823769,""-"""
"2823849,2824346,""-"""
"2824491,2825576,""-"""
"2825832,2826395,""+"""
"2826392,2827351,""+"""
"2827362,2827733,""+"""
"2827737,2828516,""+"""
"2828621,2828980,""+"""
"2829047,2829820,""+"""
"2829813,2830778,""+"""
"2830775,2832289,""-"""
"2832476,2833915,""+"""
"2833912,2835045,""+"""
"2835173,2837425,""-"""
"2837578,2838105,""-"""
"2838254,2839264,""-"""
"2839524,2840981,""+"""
"2840990,2842414,""+"""
"2842573,2843043,""-"""
"2843036,2843446,""-"""
"2843443,2844210,""-"""
"2844210,2844752,""-"""
"2844762,2846471,""-"""
"2846489,2847412,""-"""
"2847415,2849241,""-"""
"2849238,2849849,""-"""
"2849974,2850435,""-"""
"2850647,2850997,""+"""
"2851001,2851873,""+"""
"2851864,2852136,""+"""
"2852136,2853257,""+"""
"2853254,2854264,""+"""
"2854338,2856416,""+"""
"2856453,2856806,""-"""
"2857093,2859654,""+"""
"2859760,2860416,""+"""
"2860467,2861234,""-"""
"2861430,2862338,""+"""
"2862335,2863501,""+"""
"2863593,2864231,""+"""
"2864236,2865012,""+"""
"2865101,2866465,""+"""
"2866559,2867551,""-"""
"2867614,2868753,""-"""
"2868893,2869519,""-"""
"2869513,2870274,""-"""
"2870255,2871304,""-"""
"2871301,2871780,""-"""
"2871780,2872490,""-"""
"2872509,2872820,""-"""
"2873014,2873337,""-"""
"2873387,2873992,""-"""
"2873992,2875419,""-"""
"2875421,2876329,""-"""
"2876581,2877618,""+"""
"2878569,2878853,""-"""
"2878855,2879772,""-"""
"2879788,2880387,""-"""
"2880374,2881048,""-"""
"2881051,2882142,""-"""
"2882155,2882637,""-"""
"2882630,2884138,""-"""
"2884553,2887219,""-"""
"2887578,2888312,""-"""
"2888387,2890099,""-"""
"2890099,2891898,""-"""
"2892214,2892579,""+"""
"2892657,2893928,""+"""
"2893919,2894179,""+"""
"2894196,2894771,""+"""
"2894919,2895779,""-"""
"2895776,2896555,""-"""
"2896533,2897870,""-"""
"2897964,2899418,""-"""
"2899488,2900273,""-"""
"2900592,2901869,""+"""
"2901896,2903374,""+"""
"2904747,2905418,""-"""
"2905557,2905697,""+"""
"2905711,2906583,""+"""
"2906643,2907941,""-"""
"2908029,2909666,""-"""
"2909894,2910685,""-"""
"2910756,2911091,""-"""
"2911091,2911339,""-"""
"2911417,2913651,""-"""
"2913699,2915000,""-"""
"2915057,2917813,""+"""
"2918045,2919385,""-"""
"2919406,2920746,""-"""
"2920748,2922100,""-"""
"2922535,2922984,""-"""
"2923002,2923784,""-"""
"2923784,2924113,""-"""
"2924735,2925280,""-"""
"2925348,2926196,""+"""
"2926308,2927672,""+"""
"2928229,2929518,""+"""
"2929576,2930943,""+"""
"2931055,2931810,""+"""
"2931865,2933013,""-"""
"2933041,2933688,""-"""
"2934235,2935551,""+"""
"2935584,2937359,""+"""
"2937468,2938886,""+"""
"2938888,2939310,""+"""
"2939368,2940099,""+"""
"2940143,2941243,""-"""
"2941236,2941631,""-"""
"2941650,2942567,""-"""
"2942918,2943145,""-"""
"2943337,2944542,""+"""
"2944542,2944985,""+"""
"2945036,2945842,""-"""
"2946081,2947178,""-"""
"2947757,2949010,""-"""
"2949242,2950573,""+"""
"2950635,2952461,""-"""
"2952461,2956003,""-"""
"2955996,2958884,""-"""
"2959060,2962428,""-"""
"2962441,2962764,""-"""
"2962749,2963156,""-"""
"2963153,2963716,""-"""
"2963707,2964177,""-"""
"2964361,2965155,""-"""
"2965162,2966037,""-"""
"2966188,2968434,""-"""
"2968447,2968977,""-"""
"2969662,2970351,""+"""
"2970420,2971133,""+"""
"2971271,2971489,""+"""
"2971597,2972637,""+"""
"2972669,2973862,""-"""
"2973855,2976014,""-"""
"2976599,2977630,""+"""
"2977637,2978899,""-"""
"2979021,2979956,""+"""
"2979943,2980635,""-"""
"2980764,2982182,""-"""
"2982497,2983258,""-"""
"2983288,2984124,""-"""
"2984411,2985592,""-"""
"2985847,2987076,""+"""
"2987536,2988168,""+"""
"2988502,2989311,""+"""
"2989304,2989786,""+"""
"2989819,2989899,""-"""
"2989935,2990360,""-"""
"2991268,2991759,""+"""
"2992094,2993470,""+"""
"2993638,2993856,""+"""
"2996372,2997277,""-"""
"2997235,2997600,""-"""
"2999136,2999891,""-"""
"3000345,3002603,""+"""
"3002614,3003492,""+"""
"3003489,3003968,""+"""
"3004008,3005786,""-"""
"3006262,3007452,""+"""
"3007510,3008706,""+"""
"3008764,3009975,""+"""
"3010028,3011413,""+"""
"3011461,3012393,""+"""
"3012614,3014239,""-"""
"3014287,3015057,""-"""
"3015160,3015738,""+"""
"3016060,3019158,""+"""
"3019161,3020489,""+"""
"3020540,3021319,""+"""
"3021316,3024186,""+"""
"3024351,3025751,""+"""
"3025766,3027085,""+"""
"3027121,3028488,""+"""
"3028524,3029012,""-"""
"3029012,3030931,""-"""
"3031367,3032815,""+"""
"3032817,3032942,""+"""
"3033065,3033613,""+"""
"3033657,3035174,""-"""
"3035184,3036281,""-"""
"3036373,3038106,""-"""
"3038112,3038822,""-"""
"3038847,3039743,""-"""
"3039855,3040376,""+"""
"3040416,3040823,""-"""
"3040804,3041070,""-"""
"3041313,3042293,""+"""
"3042489,3043148,""-"""
"3043312,3043623,""-"""
"3043662,3045101,""+"""
"3045158,3045901,""-"""
"3046168,3049041,""-"""
"3049160,3049549,""-"""
"3049573,3050667,""-"""
"3051115,3052317,""-"""
"3052340,3053518,""-"""
"3053515,3054840,""-"""
"3054866,3055444,""-"""
"3055612,3055941,""+"""
"3056241,3056789,""+"""
"3056890,3056949,""-"""
"3057178,3058410,""-"""
"3058666,3059325,""-"""
"3059753,3060646,""+"""
"3060850,3062994,""+"""
"3062987,3063982,""+"""
"3063993,3064778,""+"""
"3064802,3066280,""+"""
"3066277,3067173,""-"""
"3067340,3068080,""-"""
"3068173,3068808,""-"""
"3068947,3069807,""-"""
"3070165,3071244,""-"""
"3071459,3072622,""-"""
"3072672,3073691,""-"""
"3073976,3074689,""-"""
"3074686,3075195,""-"""
"3075217,3076182,""-"""
"3076179,3077456,""-"""
"3077471,3078859,""-"""
"3078887,3079330,""-"""
"3079644,3081635,""-"""
"3081913,3082671,""+"""
"3082877,3083797,""-"""
"3083935,3085911,""-"""
"3085920,3086051,""-"""
"3086187,3086402,""+"""
"3086706,3087860,""+"""
"3088284,3089678,""+"""
"3089755,3090252,""+"""
"3090347,3091054,""+"""
"3091134,3091865,""+"""
"3091878,3092828,""+"""
"3092937,3093500,""+"""
"3093500,3093916,""+"""
"3094100,3095080,""-"""
"3095098,3095802,""+"""
"3095820,3096386,""+"""
"3096383,3096673,""+"""
"3096681,3097274,""+"""
"3097267,3098403,""+"""
"3098558,3099565,""-"""
"3099682,3100728,""-"""
"3100904,3101623,""-"""
"3101807,3102133,""-"""
"3102133,3102852,""-"""
"3103013,3104065,""+"""
"3104093,3104368,""+"""
"3104433,3105512,""+"""
"3105714,3106970,""+"""
"3107020,3109155,""-"""
"3109553,3110260,""+"""
"3110590,3111126,""-"""
"3113067,3113477,""-"""
"3113543,3114352,""-"""
"3114550,3119112,""-"""
"3119597,3121279,""-"""
"3121634,3123805,""-"""
"3123827,3124231,""-"""
"3124236,3125459,""-"""
"3125470,3126522,""-"""
"3126522,3128021,""-"""
"3128272,3129036,""+"""
"3130178,3131194,""+"""
"3131341,3132408,""-"""
"3132454,3133212,""-"""
"3133244,3133957,""-"""
"3134131,3134823,""+"""
"3134872,3136371,""-"""
"3136663,3138522,""-"""
"3138727,3139593,""+"""
"3139716,3139964,""-"""
"3139977,3140318,""-"""
"3140311,3140799,""-"""
"3140792,3141286,""-"""
"3141286,3142989,""-"""
"3142986,3144164,""-"""
"3144154,3145140,""-"""
"3145143,3146261,""-"""
"3146450,3146737,""-"""
"3147897,3148937,""+"""
"3148977,3149471,""-"""
"3149662,3150546,""+"""
"3150818,3151243,""-"""
"3151250,3151984,""-"""
"3152236,3153423,""+"""
"3153563,3154222,""+"""
"3154262,3155218,""-"""
"3155355,3156518,""+"""
"3156623,3157450,""+"""
"3157650,3158576,""+"""
"3158627,3158884,""+"""
"3158927,3161146,""-"""
"3161257,3162669,""-"""
"3162744,3163481,""-"""
"3163715,3165973,""-"""
"3166111,3167718,""-"""
"3167851,3168246,""-"""
"3168248,3168544,""-"""
"3168749,3169231,""-"""
"3169284,3169676,""-"""
"3169828,3170487,""+"""
"3170484,3171833,""+"""
"3171879,3172211,""-"""
"3172530,3173111,""+"""
"3173142,3173456,""+"""
"3173504,3175396,""-"""
"3175425,3176006,""-"""
"3176006,3176833,""-"""
"3176858,3177280,""-"""
"3177281,3177910,""-"""
"3178115,3179596,""+"""
"3179744,3180415,""+"""
"3180421,3181581,""+"""
"3181619,3182407,""-"""
"3182550,3183323,""+"""
"3183813,3184466,""-"""
"3184840,3185130,""+"""
"3185414,3185965,""+"""
"3186187,3186552,""+"""
"3186510,3187415,""+"""
"3189881,3190630,""+"""
"3190632,3191696,""+"""
"3191739,3191939,""-"""
"3192208,3192837,""+"""
"3192864,3194525,""+"""
"3194766,3194825,""+"""
"3195141,3195200,""+"""
"3195320,3196753,""-"""
"3196801,3199641,""-"""
"3199664,3200965,""-"""
"3201207,3201827,""+"""
"3201891,3203129,""+"""
"3203310,3204131,""-"""
"3204221,3204589,""-"""
"3204694,3205311,""+"""
"3205324,3206256,""-"""
"3206463,3207374,""+"""
"3207371,3207976,""+"""
"3208024,3209487,""+"""
"3209530,3210543,""-"""
"3210781,3210996,""+"""
"3211107,3212852,""+"""
"3213047,3214888,""+"""
"3214967,3215473,""-"""
"3215727,3216491,""-"""
"3216779,3217402,""+"""
"3217556,3219076,""-"""
"3219494,3220873,""+"""
"3220915,3221247,""-"""
"3221466,3222449,""+"""
"3222633,3225725,""+"""
"3225722,3226171,""+"""
"3226234,3227667,""+"""
"3227801,3228871,""+"""
"3228888,3231239,""+"""
"3231665,3233683,""+"""
"3233728,3234144,""-"""
"3234141,3234455,""-"""
"3234739,3235875,""-"""
"3235960,3236463,""+"""
"3236540,3237232,""+"""
"3237311,3238297,""+"""
"3238580,3239545,""+"""
"3239944,3241188,""+"""
"3241193,3241744,""-"""
"3241827,3243314,""-"""
"3243329,3244741,""-"""
"3245224,3246522,""+"""
"3246652,3247428,""+"""
"3247773,3248435,""+"""
"3248439,3248822,""+"""
"3248969,3249337,""+"""
"3249375,3249680,""+"""
"3249683,3250087,""+"""
"3250077,3250376,""+"""
"3250562,3250954,""+"""
"3251024,3252010,""+"""
"3252304,3252669,""+"""
"3252911,3253267,""+"""
"3253318,3254214,""-"""
"3254319,3255020,""+"""
"3255043,3255207,""+"""
"3255341,3256651,""-"""
"3256679,3258010,""-"""
"3258285,3259649,""-"""
"3259721,3260110,""-"""
"3260124,3262418,""-"""
"3262452,3263660,""-"""
"3263686,3265017,""-"""
"3265039,3266028,""-"""
"3266127,3267065,""-"""
"3267380,3267598,""+"""
"3267854,3268393,""+"""
"3268415,3269602,""+"""
"3270625,3271770,""-"""
"3271867,3272751,""-"""
"3272787,3273557,""-"""
"3273573,3274907,""-"""
"3275282,3276853,""+"""
"3277002,3277337,""+"""
"3277337,3277801,""+"""
"3277856,3278665,""-"""
"3278914,3280194,""+"""
"3280217,3280690,""+"""
"3281976,3283130,""+"""
"3283143,3284003,""+"""
"3284170,3284646,""+"""
"3284685,3285488,""+"""
"3285478,3286269,""+"""
"3286270,3287025,""+"""
"3287426,3288010,""+"""
"3288090,3288785,""+"""
"3288814,3291330,""+"""
"3291341,3292432,""+"""
"3292475,3293335,""-"""
"3293400,3295436,""+"""
"3295394,3295789,""+"""
"3295809,3296399,""+"""
"3296409,3296984,""+"""
"3297098,3298138,""-"""
"3298211,3298846,""-"""
"3298974,3299492,""+"""
"3299472,3299915,""-"""
"3299966,3300268,""+"""
"3300255,3300758,""-"""
"3300752,3301276,""-"""
"3301485,3302480,""+"""
"3302489,3303367,""+"""
"3303448,3304455,""+"""
"3304573,3305817,""-"""
"3305971,3307860,""-"""
"3307853,3307933,""-"""
"3308040,3308924,""-"""
"3309033,3311168,""-"""
"3311415,3311684,""-"""
"3311833,3312777,""-"""
"3312777,3313178,""-"""
"3313342,3316014,""-"""
"3316039,3317526,""-"""
"3317554,3318006,""-"""
"3318637,3319980,""+"""
"3319988,3321613,""-"""
"3322173,3322505,""-"""
"3322733,3324070,""-"""
"3324063,3324911,""-"""
"3325001,3326935,""-"""
"3327035,3327664,""-"""
"3327790,3328083,""+"""
"3328239,3328715,""-"""
"3328963,3330396,""+"""
"3330582,3331754,""-"""
"3331770,3332735,""-"""
"3332862,3333119,""-"""
"3333140,3333451,""-"""
"3333710,3334681,""+"""
"3334909,3335187,""+"""
"3335235,3336494,""-"""
"3336549,3336803,""-"""
"3336963,3337256,""-"""
"3337256,3337891,""-"""
"3337910,3338461,""-"""
"3338466,3339248,""-"""
"3339256,3340065,""-"""
"3340275,3341252,""+"""
"3341266,3342252,""+"""
"3342273,3342839,""+"""
"3342836,3343411,""+"""
"3343380,3343937,""+"""
"3343944,3344669,""+"""
"3344717,3346150,""+"""
"3346173,3346460,""+"""
"3346578,3347069,""+"""
"3347115,3347969,""+"""
"3347966,3348238,""+"""
"3348452,3349084,""+"""
"3349081,3349809,""-"""
"3349806,3350459,""-"""
"3350689,3353025,""-"""
"3353121,3354050,""-"""
"3354725,3359185,""+"""
"3359198,3360616,""+"""
"3361176,3361940,""+"""
"3362112,3362786,""+"""
"3362807,3365188,""+"""
"3365702,3366718,""-"""
"3366926,3367642,""+"""
"3367827,3368954,""+"""
"3369014,3369478,""-"""
"3369475,3370350,""-"""
"3370347,3371036,""-"""
"3371084,3372574,""-"""
"3372683,3373576,""-"""
"3373698,3374489,""-"""
"3374869,3376236,""+"""
"3376279,3376776,""-"""
"3376782,3377420,""-"""
"3377815,3378207,""-"""
"3378223,3378651,""-"""
"3378870,3379997,""-"""
"3380191,3380589,""+"""
"3380743,3382110,""+"""
"3382200,3383267,""+"""
"3383330,3384268,""-"""
"3384703,3385173,""+"""
"3385538,3385801,""+"""
"3385857,3386129,""-"""
"3386221,3388188,""-"""
"3388194,3389126,""-"""
"3389134,3389337,""-"""
"3389520,3390449,""+"""
"3390583,3392028,""-"""
"3392458,3396258,""-"""
"3396326,3397795,""-"""
"3397785,3398378,""-"""
"3398387,3398875,""-"""
"3398875,3399978,""-"""
"3400044,3401087,""-"""
"3401392,3403332,""-"""
"3403484,3404458,""+"""
"3405436,3405906,""+"""
"3405917,3407266,""+"""
"3407375,3407617,""+"""
"3407607,3409058,""+"""
"3409070,3409951,""+"""
"3410280,3411245,""+"""
"3411271,3411567,""+"""
"3411653,3412537,""+"""
"3412621,3412800,""+"""
"3412803,3413465,""-"""
"3413864,3415021,""+"""
"3415033,3418137,""+"""
"3418390,3418611,""+"""
"3420134,3421315,""+"""
"3421325,3422428,""+"""
"3422436,3423194,""+"""
"3429236,3429790,""+"""
"3429766,3430023,""-"""
"3430020,3430838,""-"""
"3430843,3431415,""-"""
"3431420,3431962,""-"""
"3431991,3432464,""-"""
"3432436,3433560,""-"""
"3433690,3434199,""+"""
"3434214,3435161,""+"""
"3435207,3436496,""+"""
"3436518,3437894,""+"""
"3438024,3438434,""+"""
"3438431,3438649,""-"""
"3438705,3439130,""-"""
"3439141,3439509,""-"""
"3439616,3439999,""-"""
"3440040,3441029,""-"""
"3441055,3441675,""-"""
"3441709,3442098,""-"""
"3442115,3442471,""-"""
"3442618,3442734,""-"""
"3442766,3444097,""-"""
"3444105,3444539,""-"""
"3444543,3444722,""-"""
"3444726,3445229,""-"""
"3445244,3445597,""-"""
"3445607,3446140,""-"""
"3446153,3446545,""-"""
"3446579,3446884,""-"""
"3446899,3447438,""-"""
"3447453,3447767,""-"""
"3447778,3448149,""-"""
"3448314,3448568,""-"""
"3448568,3448759,""-"""
"3448759,3449169,""-"""
"3449182,3449883,""-"""
"3449901,3450233,""-"""
"3450248,3450526,""-"""
"3450543,3451364,""-"""
"3451382,3451684,""-"""
"3451681,3452286,""-"""
