"Start","Stop","Strand"
2519553,2520161,"-"
2520203,2520898,"-"
2520898,2521059,"-"
2521061,2521678,"-"
2521689,2524124,"-"
2524275,2524544,"-"
2524646,2525356,"+"
2525350,2525910,"-"
2525988,2526329,"-"
2526438,2526800,"+"
2526914,2528197,"+"
2528451,2529914,"+"
2530179,2530610,"+"
2530661,2531347,"-"
2531439,2532188,"-"
2532319,2534364,"+"
2534442,2534558,"-"
2535750,2536424,"-"
2536596,2536724,"+"
2536779,2536901,"+"
2536898,2537533,"-"
2537601,2537723,"-"
2537965,2538099,"+"
2538545,2539018,"+"
2539183,2539695,"+"
2539716,2540933,"-"
2541484,2542095,"-"
2542406,2543332,"+"
2543359,2544723,"-"
2544781,2545563,"-"
2545568,2546188,"-"
2546181,2547446,"-"
2547458,2548360,"-"
2548621,2549382,"+"
2549403,2550263,"-"
2550561,2550767,"+"
2550909,2551997,"+"
2552028,2553185,"-"
2553158,2553292,"-"
2553347,2554807,"-"
2554831,2556453,"-"
2556650,2557714,"+"
2557711,2557830,"-"
2557968,2558408,"+"
2558461,2558676,"-"
2558645,2559742,"-"
2559810,2560208,"+"
2560412,2560534,"-"
2560515,2561777,"-"
2562018,2563121,"+"
2563293,2564564,"+"
2564626,2566200,"+"
2566200,2567273,"+"
2567273,2568070,"+"
2568080,2568778,"+"
2568814,2569296,"-"
2569426,2570622,"-"
2570818,2571717,"+"
2571766,2571984,"-"
2572025,2572399,"-"
2572420,2572854,"-"
2572944,2573072,"+"
2573116,2573784,"+"
2573853,2575007,"-"
2575254,2576045,"+"
2576110,2576787,"-"
2576784,2577257,"-"
2577254,2578420,"-"
2578424,2579833,"-"
2579910,2580794,"-"
2580809,2581957,"-"
2582132,2583367,"+"
2583360,2584346,"+"
2584348,2585109,"+"
2585124,2586068,"-"
2586212,2586694,"+"
2586648,2587526,"-"
2587628,2589016,"+"
2589097,2590023,"+"
2590023,2590391,"+"
2590506,2591930,"+"
2592008,2592538,"+"
2592652,2594103,"+"
2594357,2594803,"+"
2594971,2595192,"-"
2595372,2596088,"+"
2596093,2596287,"+"
2596837,2597217,"-"
2597208,2597528,"-"
2597689,2598450,"-"
2598659,2598949,"-"
2599178,2600365,"-"
2600521,2600943,"-"
2601151,2602308,"+"
2602305,2602865,"-"
2602935,2603150,"-"
2603135,2604298,"+"
2604309,2604968,"-"
2604965,2605756,"-"
2605753,2606559,"-"
2606583,2607611,"-"
2607894,2608157,"+"
2608179,2608490,"+"
2608667,2609422,"+"
2609432,2610376,"-"
2610482,2611720,"+"
2611697,2612671,"-"
2612683,2613720,"-"
2613846,2614769,"+"
2614750,2615904,"-"
2616250,2617629,"+"
2617607,2618107,"+"
2618104,2618430,"+"
2618696,2618962,"+"
2618962,2620284,"+"
2620301,2621593,"-"
2621726,2622121,"-"
2622187,2622729,"-"
2622717,2625218,"-"
2625234,2625929,"-"
2626007,2626570,"-"
2627015,2627302,"+"
2627530,2628312,"-"
2628293,2628511,"-"
2628801,2629049,"-"
2629346,2631001,"+"
2631035,2631187,"-"
2631433,2631969,"-"
2632156,2632296,"-"
2632321,2632560,"-"
2632589,2632747,"-"
2632977,2633420,"-"
2633410,2634855,"-"
2635112,2635225,"+"
2635600,2636928,"-"
2636940,2638472,"-"
2638740,2639438,"+"
2639444,2640187,"-"
2640299,2641183,"+"
2641295,2642170,"+"
2642253,2643410,"-"
2643407,2644582,"-"
2644596,2645966,"-"
2646043,2646921,"-"
2646935,2647921,"-"
2647921,2648271,"-"
2648407,2649597,"-"
2649609,2650343,"-"
2650355,2651947,"-"
2651944,2653500,"-"
2653749,2654138,"-"
2654140,2655117,"-"
2655203,2655475,"-"
2655512,2656453,"-"
2656465,2657154,"-"
2657264,2658064,"-"
2658427,2659176,"+"
2659230,2660735,"+"
2660782,2661555,"+"
2661692,2662606,"-"
2662787,2663026,"-"
2663056,2664153,"+"
2664353,2664724,"+"
2664886,2665866,"+"
2665945,2666955,"+"
2667377,2667541,"-"
2667822,2667971,"-"
2668228,2669265,"+"
2669317,2669553,"-"
2669854,2670144,"-"
2670327,2671109,"-"
2671553,2672539,"-"
2672756,2673664,"+"
2673845,2674363,"-"
2674491,2675741,"-"
2675731,2677725,"-"
2677737,2678957,"-"
2679363,2680085,"+"
2680786,2680908,"-"
2680889,2682151,"-"
2682507,2683313,"+"
2683450,2683899,"-"
2684841,2685218,"+"
2685271,2685915,"-"
2685915,2686760,"-"
2686787,2687659,"+"
2687661,2688614,"-"
2688663,2688797,"+"
2688961,2689983,"+"
2690364,2691110,"+"
2691129,2692130,"+"
2692134,2693213,"+"
2693228,2693983,"+"
2693983,2695125,"+"
2695238,2695666,"+"
2695771,2696565,"-"
2696726,2697613,"+"
2697655,2698557,"-"
2698661,2699869,"+"
2700001,2700546,"-"
2700752,2701858,"-"
2702068,2702211,"-"
2702268,2702738,"-"
2702855,2703535,"-"
2703556,2704818,"-"
2704849,2705115,"-"
2705127,2705564,"-"
2705782,2706834,"+"
2706945,2707163,"-"
2707380,2708678,"+"
2708716,2709294,"-"
2709365,2709553,"-"
2709892,2710470,"+"
2710446,2711546,"-"
2711748,2712674,"+"
2712671,2713903,"-"
2714179,2715786,"+"
2715968,2716246,"-"
2716295,2716993,"+"
2717226,2717759,"-"
2717824,2718714,"-"
2718889,2719866,"+"
2719899,2721158,"-"
2721155,2722396,"-"
2722412,2723149,"-"
2723130,2723786,"-"
2723786,2724451,"-"
2724461,2725246,"-"
2725461,2726300,"-"
2726480,2728066,"+"
2728077,2728262,"+"
2728259,2728945,"+"
2728899,2729657,"+"
2729654,2730040,"+"
2730126,2730548,"+"
2730586,2731704,"-"
2731906,2732028,"+"
2732025,2732582,"+"
2732566,2733576,"+"
2733605,2735167,"+"
2735187,2736461,"+"
2736465,2736632,"-"
2736666,2736809,"-"
2736810,2737166,"+"
2738733,2739047,"-"
2739626,2740351,"+"
2740486,2740689,"-"
2741555,2742064,"+"
2742325,2742756,"-"
2743017,2743160,"-"
2743165,2743389,"-"
2743592,2744359,"-"
2744469,2745260,"+"
2745349,2746188,"-"
2746166,2747038,"-"
2747038,2747754,"-"
2747899,2749395,"+"
2749497,2750807,"+"
2750905,2752161,"-"
2752559,2753599,"+"
2753792,2754715,"+"
2754729,2755901,"+"
2755939,2757051,"-"
2757117,2757245,"-"
2757416,2758111,"+"
2758108,2758836,"+"
2758833,2759573,"+"
2759598,2760533,"+"
2760840,2762225,"+"
2762235,2763716,"+"
2763911,2764804,"+"
2764914,2766104,"-"
2766207,2767550,"-"
2767547,2768287,"-"
2768374,2769366,"-"
2769610,2770629,"+"
2770892,2771818,"+"
2771812,2772567,"+"
2772570,2772848,"+"
2772835,2773977,"+"
2773977,2774726,"+"
2774765,2776261,"+"
2776258,2776995,"-"
2777108,2778973,"-"
2779217,2779693,"-"
2779703,2780137,"-"
2780237,2781169,"+"
2781438,2783615,"+"
2783650,2784135,"-"
2784153,2784665,"-"
2784808,2785488,"-"
2786076,2787482,"+"
2787523,2787837,"-"
2787847,2788170,"-"
2788206,2789162,"-"
2789195,2789506,"-"
2789484,2790479,"-"
2790666,2791610,"-"
2791653,2794265,"-"
2794316,2795551,"-"
2795955,2796836,"-"
2796986,2799286,"-"
2799602,2800519,"-"
2800769,2801692,"-"
2801742,2801924,"+"
2801914,2802600,"+"
2802602,2803471,"-"
2803576,2804007,"-"
2804131,2804277,"-"
2804293,2804751,"-"
2804842,2805345,"+"
2805354,2805800,"+"
2806119,2806649,"+"
2806716,2806982,"+"
2806948,2807112,"+"
2807109,2808734,"-"
2808774,2808956,"-"
2808973,2809479,"-"
2809503,2809718,"-"
2810084,2810269,"-"
2810925,2811839,"+"
2812036,2812281,"+"
2812349,2813242,"-"
2813356,2814207,"+"
2814385,2814525,"+"
2814522,2814650,"-"
2814707,2816404,"+"
2816588,2817283,"+"
2817280,2817966,"+"
2818328,2820043,"+"
2820080,2820328,"-"
2820329,2820493,"+"
2820448,2821032,"-"
2821014,2821805,"-"
2821837,2821968,"+"
2822058,2823068,"+"
2823238,2824860,"+"
2824871,2825815,"+"
2825812,2826660,"+"
2826657,2828273,"+"
2828273,2829259,"+"
2829269,2830360,"+"
2830367,2831521,"-"
2831786,2832226,"+"
2832294,2833112,"+"
2833291,2833476,"+"
2833852,2834508,"-"
2834501,2835385,"-"
2835397,2837808,"-"
2837857,2838444,"-"
2838670,2839548,"+"
2839545,2840318,"-"
2840328,2841344,"-"
2841354,2841839,"-"
2841839,2843221,"-"
2843331,2844257,"-"
2844324,2844614,"-"
2844634,2845797,"-"
2845913,2846803,"+"
2846798,2848297,"-"
2848421,2848996,"+"
2849171,2850553,"+"
2850668,2854408,"+"
2854405,2854932,"+"
2854902,2855948,"+"
2855948,2856643,"+"
2856640,2857320,"+"
2857991,2858557,"-"
2858909,2860564,"-"
2860622,2861590,"-"
2861587,2862291,"-"
2862886,2863083,"+"
2863138,2863962,"-"
2864167,2865735,"+"
2865858,2867141,"+"
2867185,2868801,"+"
2869368,2869664,"-"
2869844,2870071,"-"
2870142,2870759,"-"
2870837,2871688,"-"
2871726,2872505,"-"
2872489,2873415,"-"
2873425,2873934,"-"
2873946,2876210,"-"
2876235,2877356,"-"
2877346,2878353,"-"
2878445,2878996,"-"
2879270,2879824,"+"
2879918,2880157,"+"
2880347,2881801,"+"
2881852,2882058,"-"
2882238,2883299,"-"
2883558,2885663,"+"
2885861,2887567,"+"
2887665,2887964,"-"
2888054,2888284,"-"
2888246,2889181,"+"
2889244,2890281,"-"
2890347,2890928,"-"
2891089,2891607,"+"
2891604,2892053,"+"
2892062,2892295,"-"
2892312,2893622,"-"
2893619,2893909,"-"
2894022,2894147,"-"
2894179,2895612,"+"
2895626,2896375,"-"
2896464,2896637,"-"
2896976,2897227,"-"
2897711,2897833,"+"
2898174,2898692,"-"
2898680,2899621,"-"
2899626,2900432,"-"
2900422,2901351,"-"
2901353,2902366,"-"
2902383,2903528,"-"
2903833,2905245,"-"
2905932,2907329,"+"
2907329,2908339,"+"
2908339,2908464,"+"
2908560,2908883,"+"
2909032,2909262,"+"
2909275,2911236,"-"
2911270,2911437,"+"
2911448,2912017,"-"
2912203,2913369,"+"
2913346,2913801,"-"
2913762,2914214,"-"
2914395,2915291,"+"
2915338,2916006,"-"
2916268,2916864,"-"
2916861,2917865,"-"
2917977,2918957,"+"
2918943,2919521,"-"
2919575,2921230,"-"
2921668,2922756,"+"
2922803,2924308,"-"
2924350,2925693,"-"
2925932,2926672,"+"
2926669,2927289,"+"
2927467,2928390,"+"
2928691,2931063,"+"
2931133,2932251,"-"
2932276,2932551,"-"
2932657,2933184,"-"
2933444,2933806,"+"
2933816,2934001,"-"
2934245,2934628,"-"
2934903,2936057,"+"
2936215,2937216,"+"
2937252,2938292,"-"
2938736,2940106,"+"
2940269,2940538,"+"
2940614,2941054,"+"
2941133,2941714,"+"
2941735,2942292,"+"
2942285,2944003,"+"
2944072,2944548,"+"
2944549,2945601,"+"
2945609,2946232,"+"
2946235,2946933,"+"
2946935,2947570,"+"
2947730,2947987,"-"
2948178,2949683,"+"
2949794,2950399,"+"
2950442,2951302,"-"
2951363,2952649,"-"
2952762,2953424,"-"
2953476,2953766,"-"
2953891,2955015,"-"
2955283,2955750,"+"
2955973,2957334,"+"
2957368,2957496,"-"
2957505,2957801,"-"
2957980,2958216,"+"
2958227,2959123,"+"
2959260,2959385,"-"
2959527,2961146,"+"
2961139,2961576,"-"
2961730,2962626,"-"
2962675,2962917,"-"
2963057,2963656,"+"
2963710,2964807,"+"
2964886,2965293,"+"
2965431,2966078,"+"
2966126,2966473,"-"
2967102,2967686,"+"
2967641,2968126,"-"
2968596,2969177,"+"
2969239,2970405,"-"
2970958,2971983,"+"
2973027,2974208,"+"
2974501,2975649,"+"
2975686,2976321,"-"
2976551,2977924,"+"
2978100,2978507,"+"
2978647,2979225,"-"
2979907,2980077,"-"
2980301,2980519,"-"
2981117,2982001,"-"
2982158,2982673,"+"
2982681,2983517,"+"
2983605,2983754,"-"
2984153,2984587,"+"
2984633,2985349,"+"
2985434,2985643,"+"
2985799,2985921,"+"
2985955,2986590,"-"
2986839,2987468,"+"
2987473,2988243,"-"
2988335,2988718,"+"
2988750,2989433,"+"
2989778,2991481,"+"
2991525,2992484,"+"
2992481,2993431,"+"
2993428,2994408,"+"
2994405,2995376,"+"
2995743,2996270,"+"
2996388,2996876,"+"
2996913,2997197,"-"
2997342,2998235,"-"
2998256,2998873,"-"
2998989,2999924,"+"
3000073,3001065,"-"
3001215,3001457,"-"
3001962,3002111,"+"
3003265,3004254,"-"
3004275,3005693,"-"
3005705,3006694,"-"
3006989,3007888,"-"
3008096,3009064,"+"
3009076,3010359,"+"
3010349,3010828,"+"
3010825,3011706,"+"
3011706,3012689,"+"
3012686,3013516,"+"
3013518,3014333,"+"
3014360,3015781,"+"
3015877,3016296,"-"
3016328,3016507,"+"
3016790,3017581,"-"
3017871,3018011,"+"
3018056,3018946,"-"
3019087,3019794,"+"
3019796,3020452,"+"
3020462,3021211,"+"
3021242,3021643,"+"
3021655,3022578,"+"
3022623,3024017,"+"
3024041,3024811,"+"
3024831,3025703,"-"
3025810,3026589,"+"
3026599,3028278,"+"
3028302,3029072,"+"
3030236,3030772,"-"
3030848,3033964,"-"
3034002,3034430,"-"
3035116,3035505,"-"
3035788,3036492,"+"
3036489,3037550,"+"
3037547,3038482,"-"
3038719,3039756,"-"
3041078,3041467,"-"
3043372,3043710,"-"
3043704,3044213,"-"
3044210,3044656,"-"
3044668,3045222,"-"
3045219,3047171,"-"
3047168,3047626,"-"
3047610,3047840,"-"
3047837,3048574,"-"
3048624,3049283,"-"
3049280,3049903,"-"
3049987,3051327,"-"
3051338,3053122,"-"
3053125,3053880,"-"
3054382,3054753,"+"
3054761,3055831,"-"
3055824,3057593,"-"
3057667,3058755,"-"
3058774,3059010,"-"
3059058,3060137,"+"
3060325,3062535,"+"
3062578,3062739,"-"
3062703,3063734,"-"
3064030,3065229,"+"
3065345,3065779,"+"
3066345,3067577,"+"
3067614,3068006,"+"
3068135,3068722,"-"
3069020,3069742,"-"
3069729,3070493,"-"
3070557,3071324,"-"
3071323,3071451,"+"
3071417,3072349,"-"
3072315,3073292,"-"
3073282,3074235,"-"
3074330,3075355,"-"
3075352,3076173,"-"
3076679,3078751,"+"
3078979,3079752,"-"
3079746,3080741,"-"
3080722,3081759,"-"
3081756,3082718,"-"
3082724,3083875,"-"
3083862,3084956,"-"
3085101,3085994,"-"
3086363,3086704,"+"
3086710,3088290,"+"
3088303,3089028,"-"
3089131,3090327,"-"
3090403,3091389,"-"
3091415,3092365,"-"
3092358,3093164,"-"
3093175,3094041,"-"
3094059,3094532,"-"
3094493,3094954,"-"
3095004,3096668,"-"
3096846,3097658,"+"
3097750,3098808,"+"
3098798,3099805,"+"
3099802,3100551,"+"
3100535,3101278,"-"
3101335,3102171,"-"
3102187,3103509,"-"
3103581,3105434,"-"
3105561,3106199,"+"
3106217,3106429,"-"
3106419,3106577,"-"
3106666,3106797,"-"
3106935,3108347,"+"
3108660,3108896,"+"
3108958,3109944,"-"
3110044,3110460,"-"
3110472,3111692,"-"
3111689,3112963,"-"
3112938,3113684,"-"
3113701,3115188,"-"
3115191,3115568,"-"
3115812,3117074,"+"
3117055,3117177,"+"
3117712,3117909,"-"
3117908,3118045,"+"
3118146,3118541,"+"
3118538,3119170,"+"
3119425,3120609,"+"
3120665,3123757,"-"
3123754,3124863,"-"
3124938,3125474,"-"
3125648,3126643,"-"
3126740,3127651,"+"
3127810,3128808,"+"
3128808,3129845,"+"
3129845,3130255,"+"
3130282,3130605,"+"
3130662,3131849,"+"
3131932,3132963,"-"
3132987,3133967,"-"
3134537,3134857,"+"
3134955,3135203,"-"
3135408,3135818,"-"
3135815,3137323,"-"
3137277,3138872,"-"
3139091,3140203,"+"
3140586,3142964,"-"
3143040,3143159,"+"
3143304,3144137,"+"
3144196,3145338,"+"
3145494,3145673,"+"
3145703,3147145,"-"
3147259,3147723,"-"
3147803,3148552,"-"
3148552,3149103,"-"
3149349,3150140,"+"
3150177,3151163,"-"
3151287,3152720,"-"
3153001,3153915,"+"
3153965,3155218,"+"
3155215,3155568,"+"
3155621,3155920,"-"
3155925,3158312,"-"
3158328,3159311,"-"
3160025,3160222,"-"
3160315,3160656,"-"
3160861,3162789,"-"
3163221,3163454,"-"
3163726,3164451,"-"
3164841,3165773,"+"
3165868,3166152,"+"
3166258,3167130,"+"
3167174,3167962,"-"
3168131,3168427,"+"
3168540,3168680,"+"
3169109,3169756,"+"
3169969,3170094,"-"
3170260,3170397,"-"
3170577,3172037,"+"
3172072,3172401,"+"
3172464,3173291,"-"
3173347,3174351,"-"
3174348,3175361,"-"
3175373,3176281,"-"
3176296,3177216,"-"
3177302,3178936,"-"
3179511,3179627,"+"
3179674,3180321,"-"
3180505,3180720,"-"
3180798,3183473,"+"
3183621,3184148,"-"
3184246,3184377,"+"
3184800,3185207,"+"
3185329,3186231,"-"
3186429,3187442,"-"
3187532,3188434,"-"
3188673,3189005,"+"
3189048,3189890,"+"
3191077,3191520,"-"
3191628,3192524,"+"
3192521,3193198,"-"
3193198,3193908,"-"
3193905,3195440,"-"
3195437,3199180,"-"
3199347,3199460,"-"
3199586,3200974,"-"
3201286,3203064,"+"
3203075,3203725,"+"
3203722,3205074,"-"
3205256,3207856,"-"
3207856,3209400,"-"
3209450,3211924,"-"
3211935,3212723,"-"
3212733,3213083,"-"
3213196,3213615,"-"
3213617,3214873,"-"
3214981,3215094,"-"
3215117,3216298,"-"
3216366,3216719,"+"
3216956,3217198,"+"
3217416,3218096,"-"
3218233,3218484,"-"
3218727,3219827,"+"
3219914,3220768,"-"
3220808,3221620,"-"
3221624,3222016,"-"
3222016,3222864,"-"
3222864,3223946,"-"
3223989,3225245,"-"
3225516,3226127,"+"
3226127,3226975,"+"
3227159,3228106,"+"
3228231,3229910,"+"
3229911,3230957,"-"
3231179,3231454,"-"
3231727,3232311,"+"
3232429,3233520,"+"
3233604,3233933,"-"
3234017,3234931,"-"
3235063,3236478,"-"
3236498,3236941,"-"
3236944,3237432,"-"
3237461,3238477,"-"
3238507,3240270,"-"
3240404,3243814,"-"
3243798,3244955,"-"
3244959,3245225,"-"
3245523,3245765,"-"
3245834,3245947,"-"
3245967,3246101,"-"
3246085,3246312,"-"
3246446,3247018,"-"
3246982,3247335,"-"
3247511,3247768,"-"
3247846,3247968,"-"
3248047,3249015,"+"
3249137,3249349,"-"
3249645,3250538,"-"
3250560,3250676,"-"
3250722,3251615,"-"
3251637,3251948,"-"
3251966,3252994,"-"
3253359,3253886,"-"
3253952,3254476,"-"
3254553,3255149,"-"
3255146,3255655,"-"
3255656,3257011,"-"
3257035,3259521,"-"
3259672,3259797,"-"
3259981,3261678,"-"
3261682,3262335,"-"
3262332,3263672,"-"
3263910,3264071,"-"
3264242,3264571,"+"
3264686,3265225,"+"
3265251,3266042,"-"
3266140,3266622,"+"
3266732,3267631,"+"
3267606,3268415,"-"
3268427,3269047,"-"
3269095,3269820,"-"
3270028,3270954,"-"
3271053,3271529,"+"
3271579,3273222,"-"
3273506,3274399,"+"
3274405,3275124,"-"
3275121,3275996,"-"
3275993,3276913,"-"
3276916,3277278,"-"
3277288,3278202,"-"
3278312,3279370,"-"
3279660,3279806,"+"
3279857,3280870,"-"
3280864,3282150,"-"
3282179,3283387,"-"
3283415,3284746,"-"
3284772,3285761,"-"
3285855,3286796,"-"
3286972,3287115,"+"
3287413,3287535,"+"
3287573,3288373,"-"
3288366,3289352,"-"
3289508,3290365,"-"
3290845,3291591,"-"
3291608,3292423,"-"
3292420,3293349,"-"
3293343,3294782,"-"
3295167,3296912,"+"
3297163,3299283,"+"
3299325,3299936,"-"
3300094,3300546,"-"
3300647,3301027,"+"
3301120,3302853,"+"
3302870,3303940,"-"
3303950,3305173,"-"
3305347,3305493,"-"
3305570,3307102,"+"
3307176,3307895,"-"
3308143,3309693,"+"
3309822,3310352,"+"
3310503,3310847,"+"
3310854,3311300,"-"
3311395,3312054,"-"
3312071,3312259,"-"
3312403,3312519,"-"
3312479,3313177,"+"
3313201,3314013,"+"
3314017,3314286,"+"
3314364,3315479,"-"
3315561,3317300,"-"
3317452,3318033,"-"
3318072,3318767,"-"
3318913,3320823,"-"
3320955,3321299,"+"
3321300,3321485,"-"
3321574,3322929,"+"
3322933,3323511,"+"
3323674,3325038,"+"
3325046,3325180,"+"
3325221,3326798,"+"
3326832,3328379,"-"
3328838,3329809,"+"
3329866,3330666,"+"
3330679,3331530,"+"
3331593,3332051,"+"
3332470,3333036,"+"
3333040,3333834,"-"
3333896,3335644,"-"
3335832,3336041,"-"
3336637,3336762,"-"
3336789,3337079,"-"
3337040,3337276,"+"
3337457,3337696,"+"
3337753,3338544,"-"
3338671,3340092,"+"
3340158,3341042,"-"
3341278,3343326,"-"
3343346,3344023,"-"
3344105,3344617,"-"
3344750,3346033,"+"
3346002,3348635,"+"
3348759,3350192,"+"
3350239,3350547,"+"
3350645,3350836,"+"
3350833,3351486,"-"
3351643,3352611,"+"
3352716,3352859,"+"
3353495,3353833,"-"
3353850,3354719,"-"
3354723,3355097,"-"
3355210,3355440,"+"
3355519,3356178,"+"
3356182,3356631,"-"
3356631,3358208,"-"
3358362,3359021,"-"
3359161,3359508,"-"
3359653,3360831,"+"
3360889,3361530,"-"
3361569,3362117,"-"
3362111,3362311,"-"
3362296,3363378,"-"
3363601,3365076,"-"
3365087,3365236,"-"
3365396,3366301,"+"
3366427,3367869,"+"
3367909,3368883,"-"
3369001,3370320,"-"
3370336,3371280,"-"
3371392,3372111,"+"
3372111,3372896,"+"
3372960,3373970,"-"
3373979,3374590,"-"
3374670,3375191,"-"
3375226,3375966,"-"
3375994,3376437,"-"
3376439,3378226,"-"
3378494,3379060,"+"
3379057,3379875,"+"
3379928,3380323,"+"
3380363,3381106,"+"
3381103,3382107,"+"
3382189,3382932,"-"
3383009,3383578,"-"
3383814,3385547,"+"
3385609,3386748,"-"
3386753,3388336,"-"
3388689,3389117,"+"
3389141,3390565,"-"
3390540,3391328,"-"
3391490,3392470,"-"
3392485,3393999,"-"
3394062,3395042,"-"
3395404,3395547,"+"
3395934,3396443,"+"
3396514,3396672,"-"
3396737,3398248,"+"
3398286,3398537,"-"
3398688,3400109,"+"
3400159,3400797,"-"
3400969,3401148,"+"
3401206,3401703,"+"
3401739,3401978,"-"
3402170,3403381,"+"
3403406,3404059,"-"
3404173,3405054,"-"
3405722,3406210,"-"
3406327,3408159,"-"
3408156,3408863,"-"
3409274,3409498,"+"
3409566,3410288,"-"
3410606,3411307,"-"
3411354,3412022,"-"
3412038,3413024,"-"
3413120,3413920,"-"
3414064,3415608,"+"
3415650,3416084,"-"
3416457,3417080,"+"
3417113,3417304,"-"
3417438,3417659,"+"
3417959,3419398,"-"
3419753,3420664,"-"
3420848,3421759,"+"
3421734,3422228,"-"
3422209,3423609,"-"
3423686,3424393,"-"
3424436,3424612,"-"
3424598,3424864,"+"
3425256,3426401,"+"
3426854,3427654,"+"
3428320,3428709,"-"
3428850,3429770,"+"
3430155,3431096,"-"
3431175,3432125,"-"
3432232,3433149,"-"
3433717,3434979,"+"
3435173,3436477,"-"
3436505,3437785,"-"
3437778,3439580,"-"
3439567,3441279,"-"
3441536,3442495,"+"
3442686,3448793,"+"
3448881,3458372,"+"
3458369,3459469,"+"
3459532,3460269,"+"
3460273,3461850,"+"
3461981,3464002,"+"
3464874,3465800,"+"
3466314,3466895,"+"
3467337,3467465,"+"
3468034,3468267,"+"
3468340,3469050,"+"
3469164,3469343,"+"
3469356,3472094,"+"
3472112,3472819,"+"
3473073,3474146,"+"
3474219,3474338,"-"
3474368,3475051,"+"
3475048,3475956,"+"
3476000,3477250,"+"
3477240,3478265,"+"
3479193,3479348,"+"
3480058,3481917,"+"
3481927,3482673,"+"
3482866,3483810,"-"
3484816,3485811,"+"
3485808,3486896,"+"
3487133,3487387,"+"
3487384,3489264,"+"
3489548,3490567,"-"
3491966,3494212,"+"
3494327,3495427,"+"
3495637,3495780,"-"
3495799,3497433,"-"
3498025,3498849,"+"
3498899,3499702,"+"
3499777,3499920,"-"
3500666,3502288,"-"
3502561,3502806,"+"
3502936,3504390,"+"
3504756,3506192,"-"
3506227,3506379,"-"
3506741,3507844,"+"
3507841,3508812,"-"
3509019,3509855,"-"
3510048,3510623,"-"
3510755,3511669,"+"
3511675,3512010,"-"
3512017,3512349,"-"
3512446,3512574,"+"
3512571,3514481,"-"
3514492,3514953,"-"
3515297,3516616,"+"
3516663,3517403,"+"
3517363,3518319,"-"
3518435,3518824,"+"
3518846,3519577,"-"
3519776,3520885,"+"
3520928,3521995,"-"
3522023,3522763,"-"
3523109,3523399,"-"
3523567,3524625,"-"
3524724,3525197,"-"
3525279,3526766,"-"
3527284,3528333,"-"
3528628,3530052,"+"
3530276,3532378,"-"
3532618,3532929,"+"
3533112,3534470,"-"
3534760,3535650,"-"
3535689,3536513,"-"
3536886,3537785,"+"
3537825,3539129,"+"
3539126,3540187,"+"
3540184,3541251,"+"
3541251,3541841,"+"
3541841,3542578,"+"
3542560,3543336,"+"
3543330,3543929,"+"
3544033,3545349,"-"
3545470,3546615,"-"
3546616,3547509,"-"
3547506,3548456,"-"
3548676,3550343,"-"
3550587,3551327,"-"
3551327,3552094,"-"
3553140,3554144,"+"
3554214,3554354,"+"
3554545,3554667,"+"
3555090,3556256,"-"
3556436,3556990,"-"
3557005,3557895,"-"
3557927,3558796,"-"
3558823,3559887,"-"
3560110,3561516,"-"
3561679,3563115,"-"
3564018,3564998,"-"
3565169,3566398,"-"
3566439,3566720,"-"
3567344,3568756,"-"
3568792,3569856,"-"
3569981,3570448,"-"
3570926,3572362,"-"
3572448,3574604,"-"
3575055,3576194,"-"
3576340,3577773,"-"
3578064,3578186,"+"
3578574,3579554,"+"
3579933,3580562,"-"
3580878,3581852,"-"
3582612,3584195,"+"
3584532,3586355,"-"
3586410,3586991,"-"
3587082,3587723,"-"
3587838,3588686,"-"
3588725,3590176,"+"
3590466,3592322,"+"
3592337,3593038,"+"
3593276,3593416,"+"
3593532,3594143,"+"
3594417,3595649,"-"
3595992,3597230,"+"
3597230,3600352,"+"
3600353,3603430,"+"
3603432,3604847,"+"
3604844,3606322,"+"
3606319,3607041,"+"
3607360,3608721,"+"
3608965,3609861,"+"
3610102,3610875,"-"
3610886,3611749,"-"
3611721,3612626,"-"
3612623,3613660,"-"
3613657,3615279,"-"
3615399,3616553,"-"
3616851,3617513,"-"
3617562,3618839,"-"
3618910,3620373,"-"
3620383,3621750,"-"
3621957,3622898,"+"
3622921,3623922,"-"
3624177,3624926,"+"
3624953,3626560,"+"
3626642,3627925,"+"
3627984,3629036,"-"
3629184,3629984,"-"
3629981,3630754,"-"
3630922,3631041,"-"
3631072,3631494,"+"
3631491,3632405,"-"
3632526,3634337,"+"
3634340,3635683,"+"
3635673,3636572,"-"
3636756,3637073,"+"
3637045,3637509,"+"
3637506,3637778,"-"
3637828,3638613,"-"
3638662,3638898,"-"
3638887,3640800,"+"
3640915,3641385,"-"
3641433,3642152,"-"
3642146,3643834,"-"
3644060,3644173,"+"
3644148,3644885,"-"
3644869,3645816,"-"
3645809,3646966,"-"
3646974,3647891,"-"
3648028,3650295,"-"
3650520,3652265,"+"
3652351,3652905,"+"
3653128,3654078,"-"
3654267,3654854,"-"
3655009,3655578,"+"
3655612,3657051,"-"
3657140,3657325,"+"
3657322,3658716,"-"
3658732,3660705,"-"
3660736,3661647,"-"
3661725,3663089,"-"
3663446,3664378,"-"
3664736,3665134,"+"
3665131,3665826,"+"
3665954,3666838,"+"
3667115,3667831,"+"
3667902,3668912,"-"
3668928,3670448,"-"
3670567,3671595,"-"
3671862,3672884,"-"
